gender;age;bundesland;w1_dte;w1_q1;w1_q2_level1;w1_q2_level2;w1_q2_level3;w1_q3;w1_q4;w1_q5x1;w1_q5x2;w1_q5x3;w1_q5x4;w1_q5x5;w1_q6;w1_q7;w1_q8x1;w1_q8x2;w1_q8x3;w1_q8x4;w1_q10x1;w1_q10x2;w1_q10x3;w1_q10x4;w1_q10x5;w1_q10x6;w1_q12;w1_q13;w1_q14;w1_q16;w1_q17x1;w1_q17x2;w1_q17x3;w1_q17x4;w1_q17x5;w1_q19x1;w1_q19x2;w1_q19x3;w1_q19x4;w1_q19x5;w1_q19x6;w1_q19x7;w1_q19x8;w1_q20;w1_q21;w1_q23;w1_q24;w1_sd3;w1_sd5r;w1_sd6;w1_sd7;w1_sd8;w1_sd9;w1_sd10;w1_sd12;w1_sd15r;w1_sd16;w1_sd17;w1_sd21r;w1_jw;popnum
Male;46;Lower Austria;116;2;politics;election campaign;disenchantment with politics;3;2;1;4;3;5;2;2;3;3;4;1;1;1;2;2;4;4;2;4;2;1;3;4;4;4;3;4;2;3;3;3;4;3;2;2;FALSE;3;10;SPÖ;yes;Austria;Bachelor;2,100 up to 2,250;employed;employed, more than 35h weekly;1;NA;none;never;yes;NA;no;NA
Female;77;Upper Austria;129;3;immigration;immigration general;immigration / immigrants / foreigners (general);3;4;1;1;1;1;1;3;4;1;1;1;3;1;4;3;3;1;5;6;1;NA;3;3;1;4;1;5;5;1;3;1;4;1;1;1;FALSE;1;10;FPÖ;yes;Austria;vocational middle school ;1.050 up to 1,200;retired;NA;NA;self-employed with employees;Roman-Catholic church;at least once a month;no;1;no;2.500-
Female;20;Salzburg;110;2;immigration;asylum/refugees;asylum / admission of refugees;3;3;2;4;3;3;1;2;1;1;1;2;3;2;3;4;4;3;4;3;1;NA;2;1;2;3;2;3;3;5;2;5;3;2;4;3;FALSE;1;9;ÖVP;yes;Austria;BHS with diploma ;3,000 up to 3,300;employed;employed, less than 15h weekly;1;NA;none;less often;no;NA;no;2.500-
Female;70;Styria;75;1;security;fight against crime (gen.);crime (general);2;3;1;2;1;1;1;2;2;2;2;1;3;1;3;1;3;1;1;5;1;NA;2;3;1;1;1;88;3;2;3;2;2;2;1;1;FALSE;88;10;SPÖ;yes;Austria;elementary school or less;2,100 up to 2,250;retired;NA;NA;blue-collar worker;Roman-Catholic church;less often;no;4;no;5.000-
Male;39;Tyrol;94;1;reform of institutions;political system/governmental system;calling early elections;3;3;1;1;3;1;1;4;4;2;1;2;4;1;5;5;4;1;5;5;1;NA;2;5;3;1;4;4;1;1;5;1;1;1;5;1;FALSE;3;10;FPÖ;yes;Germany;vocational middle school ;3,000 up to 3,300;employed;employed, more than 35h weekly;2;NA;Roman-Catholic church;only on special holidays;yes;NA;no;10.000-
Male;71;Upper Austria;125;3;economy;job market/unemployment;unemployment (general);3;3;1;3;4;1;5;2;3;1;1;1;1;1;1;3;4;2;1;88;2;2;NA;4;3;3;2;3;2;3;88;1;2;1;2;2;FALSE;88;10;ÖVP;yes;Austria;vocational training/school;3,000 up to 3,300;retired;NA;NA;blue-collar worker;none;never;no;2;no;<2.500
Male;71;Tyrol;94;1;immigration;immigration general;immigration / immigrants / foreigners (general);2;3;1;2;2;2;1;3;4;1;1;1;1;1;5;5;2;1;5;6;2;1;2;5;1;5;3;5;2;2;4;4;4;2;2;4;TRUE;2;10;FPÖ;yes;Austria;BHS with diploma ;refused;retired;NA;NA;public official;Roman-Catholic church;only on special holidays;no;2;no;50.000-
Female;33;Lower Austria;91;2;don't know;don't know;don't know;2;3;2;2;3;3;1;2;3;2;3;3;2;1;3;4;3;2;5;6;88;NA;NA;3;1;3;2;3;88;2;4;3;4;2;88;2;FALSE;3;10;ÖVP;yes;Austria;vocational middle school ;2,700 up to 3,000;employed;employed, more than 35h weekly;1;NA;none;less often;no;NA;no;NA
Female;59;Upper Austria;94;2;not classifiable;not classifiable;not classifiable;1;3;1;3;1;3;1;1;4;1;1;1;1;1;3;2;4;4;5;5;1;NA;1;2;3;4;2;4;5;4;2;3;2;3;3;5;FALSE;88;10;ÖVP;yes;Austria;BHS with diploma ;3,000 up to 3,300;employed;employed,15 - 35h weekly;3;NA;Roman-Catholic church;only on special holidays;no;3;no;5.000-
Female;50;Vienna;135;1;reform of institutions;political system/governmental system;calling early elections;4;4;1;3;3;5;2;2;2;1;1;1;1;2;1;1;4;4;88;3;1;NA;1;1;4;4;1;3;3;2;3;5;3;2;3;2;TRUE;2;10;Greens;yes;Austria;Doctorate/PhD;2,250 up to 2,400;employed;employed,15 - 35h weekly;1;NA;none;only on special holidays;no;2;no;1M.+
Male;41;Styria;93;3;economy;job market/unemployment;unemployment (general);2;2;1;1;3;1;1;2;4;3;3;1;1;1;3;5;1;1;88;5;1;NA;3;1;1;1;1;3;3;1;5;3;1;1;1;1;FALSE;3;8;FPÖ;yes;Austria;vocational training/school;1,800 up to 1,950;employed;employed, more than 35h weekly;2;NA;Roman-Catholic church;less often;yes;NA;no;<2.500
Female;43;Salzburg;76;2;immigration;immigration general;immigration / immigrants / foreigners (general);3;3;1;3;5;1;2;2;3;1;1;1;2;1;4;3;5;1;5;4;1;NA;1;5;2;1;1;88;4;3;5;5;2;1;1;1;FALSE;1;10;ÖVP;yes;Austria;primary school/secondary education first stage;2,250 up to 2,400;a homemaker;NA;NA;NA;Protestant church;less often;no;2;no;10.000-
Male;23;Lower Austria;96;3;economy;agriculure;farming / agriculture / farmers (general);2;2;1;2;5;3;1;1;88;1;1;2;4;1;3;3;5;4;2;0;2;2;NA;1;1;1;2;5;5;5;5;1;4;1;4;3;FALSE;3;10;other;yes;Austria;other;3,900 and more;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;only on special holidays;yes;NA;no;<2.500
Female;68;Lower Austria;102;3;immigration;immigration general;immigration / immigrants / foreigners (general);2;3;1;3;1;1;1;2;3;1;2;1;3;1;2;4;4;2;4;5;2;1;3;2;1;2;2;4;2;2;4;2;2;1;2;2;TRUE;2;10;ÖVP;yes;Austria;vocational middle school ;1,350 up to 1,500;retired;NA;NA;self-employed without employees;Roman-Catholic church;only on special holidays;no;1;no;2.500-
Female;58;Upper Austria;89;1;reform of institutions;political system/governmental system;calling early elections;2;3;1;5;1;3;2;1;2;1;2;1;1;2;2;3;5;5;2;2;1;NA;2;1;4;5;2;3;4;3;3;5;5;4;4;1;FALSE;3;10;SPÖ;yes;other;Magister/Master;3,900 and more;employed;employed, more than 35h weekly;4;NA;none;never;yes;2;no;50.000-
Male;23;Vienna;93;2;economy;job market/unemployment;unemployment (general);2;2;3;2;1;5;3;3;3;1;1;1;1;1;1;2;3;2;3;3;2;1;3;4;3;3;2;4;3;4;4;4;5;3;3;3;TRUE;2;10;other;yes;Austria;AHS with diploma;1,350 up to 1,500;a student at university;NA;NA;NA;Roman-Catholic church;only on special holidays;no;2;no;1M.+
Male;81;Vienna;101;1;immigration;immigration general;immigration / immigrants / foreigners (general);3;3;2;5;2;5;4;2;3;1;1;1;1;1;2;2;5;3;5;7;1;NA;2;1;5;5;1;3;4;3;3;4;5;4;4;3;TRUE;2;10;ÖVP;yes;Austria;Doctorate/PhD;1,950 up to 2,100;retired;NA;NA;public official;Roman-Catholic church;daily;no;1;no;1M.+
Female;68;Vorarlberg;111;1;welfare state;welfare state (gen.);social policy / welfare state (general);2;3;1;2;2;3;3;2;2;1;1;1;1;1;3;3;4;3;5;3;1;NA;NA;1;1;2;1;4;2;4;3;1;3;1;3;2;FALSE;88;10;Greens;yes;other;vocational middle school ;1,800 up to 1,950;retired;NA;NA;employee;Roman-Catholic church;only on special holidays;no;NA;no;10.000-
Female;32;Styria;80;2;economy;job market/unemployment;unemployment (general);2;2;1;1;3;88;1;2;3;1;1;1;2;1;3;5;5;1;88;3;1;NA;2;5;5;3;2;5;5;5;5;2;5;88;3;3;FALSE;88;10;SPÖ;yes;Austria;vocational middle school ;1,950 up to 2,100;employed;employed,15 - 35h weekly;4;NA;Roman-Catholic church;only on special holidays;yes;2;no;5.000-
Female;25;Salzburg;94;88;reform of institutions;political system/governmental system;calling early elections;3;3;2;1;1;2;1;88;2;1;1;1;1;1;99;99;1;1;1;7;2;2;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;TRUE;2;7;FPÖ;yes;Austria;primary school/secondary education first stage;750 up to 900;on leave;NA;NA;blue-collar worker;Roman-Catholic church;less often;no;NA;no;2.500-
Female;57;Burgenland;81;2;immigration;asylum/refugees;asylum / admission of refugees;88;3;1;3;1;5;1;2;2;2;3;1;1;1;2;1;2;4;4;4;2;1;3;1;2;2;2;5;3;4;1;4;3;4;2;2;FALSE;1;9;NEOS;yes;Austria;Magister/Master;2,400 up to 2,700;a homemaker;NA;NA;NA;none;never;no;3;no;<2.500
Female;17;Lower Austria;95;3;don't know;don't know;don't know;88;3;3;5;2;3;1;2;88;1;1;2;3;2;3;88;4;3;88;1;2;1;3;3;88;5;1;4;88;3;4;4;4;1;88;88;FALSE;88;9;Greens;yes;Austria;primary school/secondary education first stage;don't know;a student at school;NA;NA;NA;Protestant church;less often;don't know;NA;yes;10.000-
Male;28;Styria;96;2;ideology;party ideology;conservative;1;2;2;4;3;4;4;1;2;3;1;1;1;1;2;2;5;3;2;3;2;2;NA;5;3;4;2;1;5;3;3;5;1;4;1;2;FALSE;1;10;ÖVP;yes;Austria;Bachelor;900 up to 1,050;a student at university;NA;NA;NA;Roman-Catholic church;never;no;1;no;50.000-
Male;20;Lower Austria;90;2;don't know;don't know;don't know;3;4;4;3;3;3;2;2;3;2;3;1;2;4;3;4;3;3;4;5;1;NA;2;2;4;3;3;4;3;3;3;3;3;3;3;3;FALSE;3;6;NEOS;yes;Austria;BHS with diploma ;3,600 up to 3,900;military/civilian service, voluntary social year;NA;NA;don't know;Roman-Catholic church;at least once a month;no;NA;yes;NA
Female;29;Upper Austria;93;3;refused;refused;refused;3;3;2;4;2;99;2;88;99;4;2;2;2;99;1;2;5;5;88;2;88;NA;NA;2;4;5;1;88;88;88;88;88;5;3;88;88;FALSE;88;9;Greens;yes;Austria;vocational middle school ;3,300 up to 3,600;employed;employed, more than 35h weekly;1;NA;none;never;no;NA;no;5.000-
Male;48;Lower Austria;75;2;reform of institutions;judicial system;rule of law;2;3;1;5;2;5;2;1;2;1;4;2;2;2;2;2;5;5;2;2;1;NA;NA;2;5;4;1;2;4;4;3;5;5;4;5;3;TRUE;2;10;SPÖ;yes;Austria;Bachelor;refused;employed;employed, more than 35h weekly;1;NA;none;less often;no;2;no;NA
Male;33;Carinthia;94;2;immigration;asylum/refugees;asylum / admission of refugees;2;3;2;3;3;3;1;2;4;1;1;1;4;1;5;4;4;1;5;5;2;2;NA;5;2;2;3;2;3;3;5;3;3;5;5;5;FALSE;3;5;FPÖ;yes;Austria;BHS with diploma ;3,000 up to 3,300;employed;employed, more than 35h weekly;1;NA;none;never;yes;NA;no;50.000-
Female;64;Salzburg;96;2;politics;election campaign;profiles of parties;2;3;1;1;2;3;88;2;4;1;1;1;1;1;5;4;1;2;5;88;1;NA;1;3;2;1;1;1;88;3;4;2;4;4;3;3;FALSE;88;10;ÖVP;yes;Austria;vocational middle school ;1,650 up to 1,800;a homemaker;NA;NA;NA;Roman-Catholic church;at least once a month;no;2;no;2.500-
Male;52;Salzburg;78;1;reform of institutions;political system/governmental system;calling early elections;3;1;2;2;5;5;1;2;2;2;2;2;3;1;5;5;3;1;5;88;2;1;2;1;3;3;3;5;1;1;3;3;1;1;3;1;FALSE;1;10;SPÖ;yes;Austria;vocational training/school;3,300 up to 3,600;employed;employed, more than 35h weekly;2;NA;other;once a week;yes;4;no;2.500-
Female;76;Vienna;129;1;education and culture;education general;education / education policy (general);3;3;1;4;3;3;1;2;4;1;1;1;1;2;2;3;4;3;3;5;1;NA;3;2;3;3;2;4;2;3;3;2;3;5;3;2;FALSE;3;10;Greens;yes;Austria;vocational middle school ;1,350 up to 1,500;retired;NA;NA;employee;Roman-Catholic church;never;no;1;no;1M.+
Male;28;Upper Austria;102;3;immigration;immigration general;immigration / immigrants / foreigners (general);2;2;1;3;2;1;3;2;3;1;1;1;3;2;1;2;4;3;88;4;2;1;3;5;4;5;2;2;4;3;4;2;4;3;4;3;TRUE;2;10;Greens;yes;Austria;AHS with diploma;900 up to 1,050;a student at university;NA;NA;NA;Roman-Catholic church;less often;no;1;no;2.500-
Female;48;Tyrol;101;2;immigration;asylum/refugees;asylum / admission of refugees;2;3;3;1;2;5;2;2;4;1;1;1;3;1;3;3;5;3;5;2;1;NA;2;5;1;2;1;3;3;3;4;3;4;3;1;3;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;3,900 and more;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;at least once a month;no;4;no;<2.500
Male;88;Styria;94;2;politics;election campaign;disenchantment with politics;3;3;1;3;1;2;1;3;3;2;2;2;2;1;5;3;3;1;5;5;1;NA;2;1;1;1;1;4;4;1;3;1;2;3;1;5;FALSE;4;10;ÖVP;yes;Austria;AHS with diploma;2,100 up to 2,250;retired;NA;NA;public official;Roman-Catholic church;once a week;yes;2;no;<2.500
Female;61;Salzburg;96;2;immigration;integration of foreigners;integration of immigrants (general);2;3;1;4;2;1;1;3;4;1;2;2;4;1;4;2;5;2;4;9;2;2;NA;1;3;1;1;4;2;2;4;4;5;1;1;5;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;1,800 up to 1,950;retired;NA;NA;blue-collar worker;Roman-Catholic church;only on special holidays;no;2;no;2.500-
Female;73;Styria;95;1;immigration;asylum/refugees;asylum / admission of refugees;2;3;3;5;3;3;1;2;3;2;3;2;2;3;3;2;4;4;3;4;1;NA;2;3;3;4;1;4;4;4;3;4;4;3;4;2;TRUE;2;10;SPÖ;yes;Austria;vocational middle school ;3,000 up to 3,300;retired;NA;NA;blue-collar worker;Roman-Catholic church;less often;no;2;no;10.000-
Male;28;Salzburg;93;2;immigration;asylum/refugees;asylum / admission of refugees;3;3;3;1;3;3;2;4;4;2;2;2;4;2;4;3;3;3;5;5;2;1;3;5;2;2;3;5;2;2;4;2;2;1;2;3;FALSE;1;9;FPÖ;yes;Austria;vocational training/school;2,700 up to 3,000;employed;employed, more than 35h weekly;2;NA;Roman-Catholic church;only on special holidays;no;NA;no;NA
Male;17;Tyrol;104;3;don't know;don't know;don't know;3;4;3;3;3;2;3;2;2;3;2;1;3;1;4;4;3;3;5;5;2;2;NA;4;2;3;3;3;3;3;4;3;3;3;2;2;FALSE;1;8;ÖVP;yes;Austria;primary school/secondary education first stage;refused;a student at school;NA;NA;NA;Roman-Catholic church;only on special holidays;no;NA;yes;10.000-
Male;57;Carinthia;75;2;immigration;asylum/refugees;asylum / admission of refugees;4;3;1;1;1;1;3;4;3;1;1;1;3;1;5;5;1;1;5;6;2;2;NA;3;2;1;3;5;2;3;5;1;3;1;2;2;FALSE;3;10;other;yes;Austria;AHS with diploma;3,000 up to 3,300;employed;employed, more than 35h weekly;6;NA;Roman-Catholic church;never;no;3;no;2.500-
Female;31;Lower Austria;125;2;welfare state;welfare state (gen.);basic income;4;4;2;4;2;4;3;2;3;2;2;2;3;2;4;4;2;2;2;4;1;NA;2;4;2;3;3;2;3;3;4;3;2;3;3;3;TRUE;2;8;ÖVP;yes;Austria;vocational training/school;2,400 up to 2,700;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;at least once a month;don't know;2;no;5.000-
Male;42;Carinthia;124;3;security;fight against crime (gen.);crime (general);2;3;1;2;1;3;2;2;4;2;1;1;3;1;3;3;3;2;3;7;1;NA;3;4;1;3;4;3;3;1;4;3;1;3;1;1;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;3,300 up to 3,600;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;never;yes;2;no;<2.500
Female;53;Vienna;100;3;economy;job market/unemployment;unemployment (general);2;3;2;3;2;4;3;2;2;2;2;2;2;2;3;2;3;3;4;5;1;NA;2;2;3;4;2;3;3;4;4;4;3;5;4;2;FALSE;3;10;SPÖ;yes;Austria;AHS with diploma;3,900 and more;employed;employed, more than 35h weekly;1;NA;none;less often;no;2;no;1M.+
Female;46;Salzburg;117;2;formation of government;preference of coalition/formation of government;government formation / coalition composition (general);2;3;1;3;4;5;1;2;4;1;1;1;1;2;2;3;4;3;5;4;1;NA;2;3;3;4;2;4;2;4;2;4;3;4;3;4;FALSE;88;10;ÖVP;yes;Austria;BHS with diploma ;3,900 and more;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;5;no;2.500-
Male;59;Tyrol;94;2;not classifiable;not classifiable;not classifiable;3;3;1;5;3;4;2;2;4;1;1;1;1;2;3;2;5;5;2;5;2;1;3;3;4;4;1;4;5;5;2;5;4;4;2;4;FALSE;3;10;Greens;yes;Austria;vocational middle school ;refused;employed;employed, more than 35h weekly;2;NA;Roman-Catholic church;once a week;no;3;no;<2.500
Female;68;Styria;129;1;immigration;immigration general;immigration / immigrants / foreigners (general);2;2;1;2;2;3;1;2;3;2;2;2;3;2;3;3;3;3;3;5;1;NA;3;4;5;1;1;5;3;1;5;3;3;3;3;1;FALSE;1;10;SPÖ;yes;Austria;AHS with diploma;2,400 up to 2,700;retired;NA;NA;employee;none;never;no;99;no;2.500-
Female;59;Upper Austria;96;3;politics;election campaign;profiles of parties;2;3;1;3;2;4;1;2;3;2;1;1;2;2;3;3;3;2;4;5;1;NA;2;4;2;4;2;4;5;3;3;5;3;5;5;3;FALSE;3;8;ÖVP;yes;Austria;vocational training/school;2,700 up to 3,000;retired;NA;NA;employee;Roman-Catholic church;once a week;no;3;no;5.000-
Female;46;Tyrol;108;1;reform of institutions;political system/governmental system;calling early elections;4;3;2;5;4;5;1;3;4;2;2;2;2;1;3;2;5;2;3;5;1;NA;2;5;1;4;1;5;1;3;5;1;5;1;1;1;FALSE;3;10;other;yes;Austria;vocational middle school ;1,500 up to 1,650 ;employed;employed,15 - 35h weekly;1;NA;none;less often;yes;2;no;50.000-
Female;51;Lower Austria;101;1;security;fight against crime (gen.);crime (general);2;3;99;2;2;5;99;2;4;2;2;2;3;1;2;5;4;3;4;5;2;2;NA;4;2;2;2;4;4;4;4;2;4;1;2;2;FALSE;3;10;ÖVP;yes;Austria;Magister/Master;don't know;employed;employed,15 - 35h weekly;6;NA;Roman-Catholic church;less often;no;4;no;10.000-
Male;52;Vienna;94;2;budget;budget, government debt;public debt;3;3;4;3;4;2;3;3;3;1;1;1;1;1;3;2;4;3;3;7;2;2;NA;3;3;3;2;5;3;4;3;2;4;2;1;3;TRUE;2;10;ÖVP;yes;Austria;Doctorate/PhD;3,900 and more;employed;employed, more than 35h weekly;1;NA;none;never;no;2;no;1M.+
Female;54;Burgenland;74;2;immigration;asylum/refugees;asylum / admission of refugees;2;2;1;2;2;88;1;1;3;3;2;1;2;2;1;3;5;2;5;5;2;2;NA;4;88;2;1;4;1;2;4;4;5;3;1;88;FALSE;1;10;ÖVP;yes;Austria;vocational training/school;refused;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;never;no;2;no;<2.500
Male;64;Lower Austria;103;1;reform of institutions;political system/governmental system;calling early elections;2;3;1;2;1;1;1;2;3;1;1;1;1;3;1;2;4;1;5;4;1;NA;1;1;1;1;1;2;2;3;2;4;4;5;5;1;FALSE;3;10;SPÖ;yes;Austria;vocational training/school;2,400 up to 2,700;retired;NA;NA;public official;none;only on special holidays;yes;2;no;<2.500
Female;51;Upper Austria;103;2;economy;job market/unemployment;unemployment (general);3;4;1;3;4;1;1;2;3;1;1;1;3;1;3;4;5;1;5;5;2;1;1;5;1;1;3;5;3;1;4;1;4;1;1;1;FALSE;88;10;FPÖ;yes;Austria;vocational training/school;2,100 up to 2,250;employed;employed,15 - 35h weekly;4;NA;none;never;yes;2;no;50.000-
Female;52;Upper Austria;75;2;education and culture;education general;education / education policy (general);3;2;1;3;1;1;1;3;4;2;3;2;2;3;2;2;4;4;5;2;1;NA;2;1;5;5;1;2;4;3;4;1;3;3;2;3;TRUE;2;10;SPÖ;yes;Austria;Doctorate/PhD;3,900 and more;employed;employed, more than 35h weekly;1;NA;none;never;no;3;no;<2.500
Female;36;Lower Austria;125;2;reform of institutions;administration - public service;reform / economisation / modernisation of the administration / reduction of bureaucracy;2;2;4;3;3;5;3;2;3;1;1;1;2;3;2;3;4;4;3;4;1;NA;1;3;4;4;2;3;2;4;3;4;4;3;4;4;TRUE;2;10;ÖVP;yes;Austria;Magister/Master;3,900 and more;employed;employed, more than 35h weekly;6;NA;Roman-Catholic church;once a week;no;4;no;<2.500
Male;37;Vienna;91;2;immigration;asylum/refugees;asylum / admission of refugees;2;2;1;5;3;5;1;2;2;2;2;2;3;1;4;4;2;1;4;6;2;2;NA;5;3;2;3;3;3;3;4;3;3;2;2;2;FALSE;3;10;SPÖ;yes;Austria;vocational middle school ;2,250 up to 2,400;employed;employed, more than 35h weekly;5;NA;none;never;no;NA;no;1M.+
Male;59;Vienna;93;1;reform of institutions;behaviour of politians/corruption/scandals;abuse of power by parties (general);3;3;3;2;2;1;2;3;3;2;2;2;1;2;2;3;2;2;4;3;2;2;NA;2;3;3;2;3;3;2;2;2;2;2;2;2;FALSE;3;10;Greens;yes;other;Magister/Master;don't know;employed;employed, more than 35h weekly;1;NA;Islamic religious community;never;no;88;no;1M.+
Male;37;Vienna;79;2;economy;job market/unemployment;unemployment (general);4;3;1;5;1;5;1;4;3;2;2;3;2;3;2;2;5;5;1;0;1;NA;2;2;5;5;2;3;2;1;5;88;5;1;88;1;TRUE;2;9;other;yes;Austria;vocational middle school ;refused;unemployed or seeking for work;NA;NA;employee;none;never;yes;1;no;1M.+
Male;42;Salzburg;104;2;immigration;asylum/refugees;asylum / admission of refugees;3;3;2;2;4;1;2;4;3;1;1;1;2;1;4;5;4;2;4;6;2;2;NA;4;2;1;1;4;3;4;3;3;4;1;2;2;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;3,300 up to 3,600;employed;employed, more than 35h weekly;4;NA;Roman-Catholic church;at least once a month;no;3;no;2.500-
Female;58;Burgenland;97;3;reform of institutions;political system/governmental system;calling early elections;3;2;2;5;3;2;3;2;2;1;1;1;2;2;3;3;3;2;5;8;1;NA;2;3;1;3;3;3;3;4;2;4;3;3;3;3;FALSE;3;10;SPÖ;yes;Austria;vocational middle school ;3,900 and more;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;2;no;<2.500
Male;69;Salzburg;102;1;security;fight against crime (gen.);crime (general);2;3;1;2;2;88;1;3;3;1;1;3;3;1;5;4;3;2;5;4;1;NA;1;5;1;1;3;4;88;2;5;88;4;1;2;2;FALSE;3;9;ÖVP;yes;Austria;primary school/secondary education first stage;1,200 up to 1,350;retired;NA;NA;blue-collar worker;Roman-Catholic church;once a week;no;2;no;2.500-
Female;28;Styria;93;3;no problem in Austria;no problem in Austria;no problem in Austria;3;3;2;2;3;1;1;3;3;3;1;1;2;1;5;5;4;1;88;6;2;2;NA;1;3;1;1;5;1;1;4;1;3;1;1;1;TRUE;2;10;ÖVP;yes;Austria;vocational training/school;3,900 and more;employed;employed, more than 35h weekly;1;NA;none;never;no;NA;no;50.000-
Female;40;Salzburg;75;3;security;not classifiable;not classifiable;2;3;2;3;2;2;2;3;4;2;2;2;2;2;3;3;4;3;4;5;1;NA;2;2;2;4;1;4;4;3;4;1;2;4;3;3;TRUE;2;8;ÖVP;yes;Austria;Magister/Master;3,900 and more;employed;employed, more than 35h weekly;6;NA;Roman-Catholic church;less often;no;2;no;2.500-
Female;67;Vienna;109;1;education and culture;education general;education / education policy (general);3;2;1;3;3;5;1;2;3;3;2;1;1;3;3;2;5;4;5;3;1;NA;2;2;5;5;1;4;5;3;2;3;5;3;1;4;TRUE;2;10;Greens;yes;Austria;Doctorate/PhD;1,500 up to 1,650 ;retired;NA;NA;employee;none;less often;no;1;no;1M.+
Female;31;Salzburg;96;2;immigration;asylum/refugees;asylum / admission of refugees;5;2;3;4;3;3;1;4;4;3;2;2;4;1;4;4;3;1;5;8;1;NA;2;3;2;2;2;4;3;3;5;2;3;1;3;3;FALSE;88;10;ÖVP;yes;Austria;vocational training/school;3,900 and more;on leave;NA;NA;blue-collar worker;Roman-Catholic church;less often;no;NA;no;5.000-
Prefer not to say;22;Styria;90;3;reform of institutions;political system/governmental system;reference to another country;5;4;88;1;88;4;4;3;3;2;4;1;2;2;2;2;1;4;2;5;1;NA;88;4;1;1;3;3;3;2;2;2;1;5;1;1;FALSE;4;7;NEOS;yes;Austria;university-related college ;1,650 up to 1,800;employed;employed, more than 35h weekly;4;NA;none;at least once a month;no;NA;no;10.000-
Female;44;Lower Austria;87;3;budget;taxes general;tax policy (general);3;3;1;5;1;4;1;3;88;2;1;1;2;1;3;3;2;4;3;8;1;NA;2;3;1;3;2;4;3;4;2;5;4;1;3;5;FALSE;88;9;FPÖ;yes;Austria;vocational training/school;1,200 up to 1,350;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;only on special holidays;yes;2;no;50.000-
Male;20;Upper Austria;109;2;education and culture;school;schools / school infrastructure (general);2;3;1;4;2;3;1;1;2;3;3;2;2;3;2;3;3;1;4;2;2;2;NA;5;3;3;2;2;4;4;3;3;88;3;2;4;TRUE;2;10;ÖVP;yes;Austria;BHS with diploma ;1,650 up to 1,800;a student at university;NA;NA;NA;Roman-Catholic church;never;no;NA;no;NA
Female;54;Tyrol;96;1;formation of government;preference of coalition/formation of government;government formation / coalition composition (general);2;3;2;3;1;2;2;2;3;1;1;1;2;1;3;3;4;2;4;5;1;NA;2;1;1;3;1;5;1;3;4;2;4;1;1;1;FALSE;3;10;ÖVP;yes;Austria;AHS with diploma;3,900 and more;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;3;no;50.000-
Male;65;Tyrol;75;1;politics;election campaign;style of party campaigns (specific);2;2;5;5;1;5;5;1;4;1;1;1;1;1;5;5;5;1;5;6;1;NA;2;5;2;2;1;5;1;5;1;5;5;5;5;2;TRUE;2;10;ÖVP;yes;Austria;AHS with diploma;1,950 up to 2,100;retired;NA;NA;employee;none;never;no;1;no;50.000-
Male;37;Lower Austria;97;2;not classifiable;not classifiable;not classifiable;4;3;1;5;5;1;1;4;4;2;1;1;1;1;4;4;1;1;5;5;2;2;NA;5;5;2;3;3;4;2;4;1;5;1;1;2;TRUE;2;4;FPÖ;yes;Austria;vocational training/school;3,300 up to 3,600;employed;employed, more than 35h weekly;1;NA;none;never;yes;NA;no;NA
Female;53;Vienna;85;3;don't know;don't know;don't know;2;3;2;3;2;5;88;3;3;1;1;1;1;1;2;3;3;1;5;2;2;2;NA;4;1;3;2;4;3;3;3;4;2;3;3;4;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;3,900 and more;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;less often;no;2;no;1M.+
Female;49;Vienna;117;2;reform of institutions;political system/governmental system;calling early elections;3;3;3;3;2;3;3;2;3;2;2;2;2;2;3;3;4;3;4;4;1;NA;2;3;3;3;2;4;3;3;3;3;3;3;3;2;FALSE;3;10;SPÖ;yes;Austria;BHS with diploma ;1,950 up to 2,100;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;at least once a month;no;NA;no;1M.+
Male;22;Lower Austria;94;3;don't know;don't know;don't know;3;3;3;3;3;3;1;2;99;2;3;2;3;3;2;2;5;4;3;3;2;2;NA;5;3;4;1;1;3;2;5;3;3;1;2;1;FALSE;88;8;other;yes;Austria;vocational training/school;2,100 up to 2,250;employed;employed, more than 35h weekly;2;NA;none;never;don't know;NA;no;NA
